part_number,model,training_usage_qty,std_dev_monthly_usage,avg_installed_base,installed_base_at_forecast,training_months,avg_monthly_usage,coefficient_of_variation,monthly_usage_rate_per_machine,raw_predicted_demand,adjusted_predicted_demand,demand_classification,forecast_reason,stock_on_hand,stock_on_order,stock_snapshot_date_used,current_stock_used,variability_buffer_pct,total_buffer_pct,safety_buffer,recommended_order,true_demand,predicted_demand,forecast_error,absolute_error,under_forecast_qty,over_forecast_qty,forecast_date,training_start,training_end,lead_time_start,lead_time_end,evaluation_start,evaluation_end
PN-1001,MODEL-A,9.0,4.949747468305833,3.0,3.0,9,1.0,4.949747468305833,0.3333333333333333,3.0,2.25,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.75,1.0,2.25,5,0.0,2.25,2.25,2.25,0.0,2.25,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1002,MODEL-A,17.0,2.6299556396765835,3.0,3.0,9,1.8888888888888888,1.3923294562993678,0.6296296296296297,5.666666666666666,5.666666666666666,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.34808236407484194,0.5980823640748419,3.389133396424104,10,2.0,5.666666666666666,3.666666666666666,3.666666666666666,0.0,3.666666666666666,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1003,MODEL-B,35.0,5.852349955359813,5.5,7.0,9,3.888888888888889,1.5048899885210947,0.7070707070707071,14.84848484848485,11.136363636363637,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.37622249713027367,0.6262224971302737,6.973841445314411,19,3.0,11.136363636363637,8.136363636363637,8.136363636363637,0.0,8.136363636363637,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1004,MODEL-B,7.0,2.1213203435596424,5.5,7.0,9,0.7777777777777778,2.7274118702909687,0.1414141414141414,2.9696969696969697,2.2272727272727275,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.6818529675727422,0.9318529675727422,2.075490700502926,5,4.0,2.2272727272727275,-1.7727272727272725,1.7727272727272725,1.7727272727272725,0.0,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1005,MODEL-B,2.0,0.0,5.5,7.0,9,0.2222222222222222,0.0,0.04040404040404041,0.8484848484848486,0.4242424242424243,sparse,sparse history damped | no prior stock snapshot,0.0,0.0,0,0.0,0.0,0.25,0.10606060606060608,1,2.0,0.4242424242424243,-1.5757575757575757,1.5757575757575757,1.5757575757575757,0.0,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1006,MODEL-C,9.0,2.6457513110645907,0.0,0.0,9,1.0,2.6457513110645907,0.0,0.0,0.0,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.6614378277661477,0.9114378277661477,0.0,0,6.0,0.0,-6.0,6.0,6.0,0.0,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1007,MODEL-C,34.0,1.7888543819998317,0.0,0.0,9,3.7777777777777777,0.47352027758819076,0.0,0.0,0.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.11838006939704769,0.3683800693970477,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1008,MODEL-C,18.0,1.7320508075688772,0.0,0.0,9,2.0,0.8660254037844386,0.0,0.0,0.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.21650635094610965,0.46650635094610965,0.0,0,5.0,0.0,-5.0,5.0,5.0,0.0,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1009,MODEL-D,18.0,2.0816659994661326,7.333333333333333,9.0,9,2.0,1.0408329997330663,0.2727272727272727,7.363636363636362,7.363636363636362,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.2602082499332666,0.5102082499332665,3.756988022235871,12,10.0,7.363636363636362,-2.6363636363636376,2.6363636363636376,2.6363636363636376,0.0,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1010,MODEL-D,16.0,1.6431676725154982,7.333333333333333,9.0,9,1.7777777777777777,0.9242818157899678,0.24242424242424246,6.545454545454547,6.545454545454547,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.23107045394749195,0.4810704539474919,3.148824789474493,10,0.0,6.545454545454547,6.545454545454547,6.545454545454547,0.0,6.545454545454547,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1011,MODEL-D,17.0,0.5773502691896257,7.333333333333333,9.0,9,1.8888888888888888,0.30565602486509597,0.25757575757575757,6.954545454545455,6.954545454545455,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.07641400621627399,0.326414006216274,2.27006104323136,10,6.0,6.954545454545455,0.954545454545455,0.954545454545455,0.0,0.954545454545455,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1012,MODEL-E,12.0,0.0,3.0,4.0,9,1.3333333333333333,0.0,0.4444444444444444,5.333333333333333,5.333333333333333,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.0,0.25,1.3333333333333333,7,3.0,5.333333333333333,2.333333333333333,2.333333333333333,0.0,2.333333333333333,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1013,MODEL-E,5.0,0.7071067811865476,3.0,4.0,9,0.5555555555555556,1.2727922061357855,0.1851851851851852,2.2222222222222223,2.2222222222222223,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.31819805153394637,0.5681980515339464,1.2626623367421033,4,15.0,2.2222222222222223,-12.777777777777779,12.777777777777779,12.777777777777779,0.0,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1014,MODEL-E,11.0,2.5166114784235836,3.0,4.0,9,1.2222222222222223,2.059045755073841,0.4074074074074074,4.888888888888888,3.666666666666666,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.5147614387684603,0.7647614387684603,2.804125275484354,7,11.0,3.666666666666666,-7.333333333333334,7.333333333333334,7.333333333333334,0.0,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1015,MODEL-F,13.0,1.707825127659933,3.25,6.0,9,1.4444444444444444,1.1823404729953382,0.4444444444444444,8.0,8.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.29558511824883454,0.5455851182488345,4.364680945990676,13,1.0,8.0,7.0,7.0,0.0,7.0,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1016,MODEL-F,3.0,0.0,3.25,6.0,9,0.3333333333333333,0.0,0.10256410256410257,1.8461538461538463,1.8461538461538463,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.0,0.25,0.46153846153846156,3,4.0,1.8461538461538463,-2.1538461538461537,2.1538461538461537,2.1538461538461537,0.0,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1017,MODEL-F,20.0,2.70801280154532,3.25,6.0,9,2.2222222222222223,1.218605760695394,0.6837606837606838,12.307692307692307,12.307692307692307,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.3046514401738485,0.5546514401738485,6.826479263678134,20,8.0,12.307692307692307,4.307692307692307,4.307692307692307,0.0,4.307692307692307,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1018,MODEL-G,16.0,2.160246899469287,3.3333333333333335,5.0,9,1.7777777777777777,1.215138880951474,0.5333333333333333,8.0,8.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.3037847202378685,0.5537847202378685,4.430277761902948,13,5.0,8.0,3.0,3.0,0.0,3.0,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1019,MODEL-G,22.0,3.5071355833500366,3.3333333333333335,5.0,9,2.4444444444444446,1.4347372840977421,0.7333333333333333,11.0,11.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.35868432102443554,0.6086843210244355,6.69552753126879,18,5.0,11.0,6.0,6.0,0.0,6.0,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1020,MODEL-G,12.0,3.605551275463989,3.3333333333333335,5.0,9,1.3333333333333333,2.704163456597992,0.39999999999999997,5.999999999999999,4.499999999999999,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.676040864149498,0.926040864149498,4.16718388867274,9,10.0,4.499999999999999,-5.500000000000001,5.500000000000001,5.500000000000001,0.0,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1021,MODEL-H,5.0,0.7071067811865476,0.0,0.0,9,0.5555555555555556,1.2727922061357855,0.0,0.0,0.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.31819805153394637,0.5681980515339464,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1022,MODEL-H,10.0,2.8284271247461903,0.0,0.0,9,1.1111111111111112,2.545584412271571,0.0,0.0,0.0,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.6363961030678927,0.8863961030678927,0.0,0,2.0,0.0,-2.0,2.0,2.0,0.0,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1023,MODEL-H,7.0,2.1213203435596424,0.0,0.0,9,0.7777777777777778,2.7274118702909687,0.0,0.0,0.0,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.6818529675727422,0.9318529675727422,0.0,0,3.0,0.0,-3.0,3.0,3.0,0.0,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1024,MODEL-I,18.0,0.0,3.0,3.0,9,2.0,0.0,0.6666666666666666,6.0,6.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.0,0.25,1.5,8,9.0,6.0,-3.0,3.0,3.0,0.0,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1025,MODEL-I,14.0,2.309401076758503,3.0,3.0,9,1.5555555555555556,1.4846149779161804,0.5185185185185186,4.666666666666668,4.666666666666668,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.3711537444790451,0.6211537444790451,2.8987174742355446,8,0.0,4.666666666666668,4.666666666666668,4.666666666666668,0.0,4.666666666666668,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1026,MODEL-I,7.0,0.7071067811865476,3.0,3.0,9,0.7777777777777778,0.9091372900969897,0.2592592592592593,2.333333333333334,2.333333333333334,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.22728432252424743,0.47728432252424746,1.1136634192232444,4,4.0,2.333333333333334,-1.666666666666666,1.666666666666666,1.666666666666666,0.0,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1027,MODEL-J,9.0,1.2583057392117916,3.6666666666666665,6.0,9,1.0,1.2583057392117916,0.2727272727272727,4.909090909090908,4.909090909090908,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.3145764348029479,0.5645764348029478,2.771557043578107,8,8.0,4.909090909090908,-3.0909090909090917,3.0909090909090917,3.0909090909090917,0.0,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1028,MODEL-J,37.0,4.875106836436168,3.6666666666666665,6.0,9,4.111111111111111,1.185836798052041,1.1212121212121213,20.181818181818187,20.181818181818187,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.29645919951301025,0.5464591995130103,11.028540208353482,32,0.0,20.181818181818187,20.181818181818187,20.181818181818187,0.0,20.181818181818187,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1029,MODEL-J,8.0,2.8284271247461903,3.6666666666666665,6.0,9,0.8888888888888888,3.1819805153394642,0.24242424242424246,4.363636363636364,3.2727272727272734,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.75,1.0,3.2727272727272734,7,2.0,3.2727272727272734,1.2727272727272734,1.2727272727272734,0.0,1.2727272727272734,2024-12-01,2024-03-01,2024-12-01,2024-12-01,2025-03-01,2025-03-01,2025-05-30
PN-1000,MODEL-A,5.0,0.0,0.0,3.0,9,0.5555555555555556,0.0,0.0,0.0,0.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.0,0.25,0.0,0,2.0,0.0,-2.0,2.0,2.0,0.0,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1001,MODEL-A,9.0,4.949747468305833,0.0,3.0,9,1.0,4.949747468305833,0.0,0.0,0.0,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.75,1.0,0.0,0,1.0,0.0,-1.0,1.0,1.0,0.0,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1002,MODEL-A,18.0,2.701851217221259,0.0,3.0,9,2.0,1.3509256086106296,0.0,0.0,0.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.3377314021526574,0.5877314021526574,0.0,0,4.0,0.0,-4.0,4.0,4.0,0.0,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1003,MODEL-B,20.0,5.033222956847166,7.0,7.0,9,2.2222222222222223,2.264950330581225,0.31746031746031744,6.666666666666667,5.0,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.5662375826453062,0.8162375826453062,4.081187913226531,10,0.0,5.0,5.0,5.0,0.0,5.0,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1004,MODEL-B,8.0,2.0816659994661326,7.0,7.0,9,0.8888888888888888,2.341874249399399,0.12698412698412698,2.6666666666666665,2.0,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.5854685623498498,0.8354685623498498,1.6709371246996996,4,2.0,2.0,0.0,0.0,0.0,0.0,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1005,MODEL-B,6.0,1.4142135623730951,7.0,7.0,9,0.6666666666666666,2.121320343559643,0.09523809523809523,2.0,1.5,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.5303300858899107,0.7803300858899107,1.1704951288348662,3,2.0,1.5,-0.5,0.5,0.5,0.0,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1006,MODEL-C,9.0,2.6457513110645907,1.0,1.0,9,1.0,2.6457513110645907,1.0,3.0,2.25,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.6614378277661477,0.9114378277661477,2.0507351124738324,5,7.0,2.25,-4.75,4.75,4.75,0.0,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1007,MODEL-C,34.0,1.7888543819998317,1.0,1.0,9,3.7777777777777777,0.47352027758819076,3.7777777777777777,11.333333333333332,11.333333333333332,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.11838006939704769,0.3683800693970477,4.174974119833207,16,4.0,11.333333333333332,7.333333333333332,7.333333333333332,0.0,7.333333333333332,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1008,MODEL-C,15.0,1.7320508075688772,1.0,1.0,9,1.6666666666666667,1.0392304845413263,1.6666666666666667,5.0,5.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.25980762113533157,0.5098076211353315,2.5490381056766576,8,7.0,5.0,-2.0,2.0,2.0,0.0,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1009,MODEL-D,16.0,1.5275252316519468,7.333333333333333,9.0,9,1.7777777777777777,0.8592329428042201,0.24242424242424246,6.545454545454547,6.545454545454547,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.21480823570105503,0.464808235701055,3.042381179134179,10,4.0,6.545454545454547,2.5454545454545467,2.5454545454545467,0.0,2.5454545454545467,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1010,MODEL-D,19.0,1.0954451150103321,7.333333333333333,9.0,9,2.111111111111111,0.5188950544785784,0.28787878787878785,7.7727272727272725,7.7727272727272725,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.1297237636196446,0.3797237636196446,2.9514892535890556,11,0.0,7.7727272727272725,7.7727272727272725,7.7727272727272725,0.0,7.7727272727272725,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1011,MODEL-D,12.0,0.0,7.333333333333333,9.0,9,1.3333333333333333,0.0,0.18181818181818182,4.909090909090909,4.909090909090909,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.0,0.25,1.2272727272727273,7,5.0,4.909090909090909,-0.09090909090909083,0.09090909090909083,0.09090909090909083,0.0,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1012,MODEL-E,13.0,2.8867513459481287,3.0,4.0,9,1.4444444444444444,1.9985201625794737,0.48148148148148145,5.777777777777778,4.333333333333333,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.49963004064486843,0.7496300406448684,3.2483968427944294,8,3.0,4.333333333333333,1.333333333333333,1.333333333333333,0.0,1.333333333333333,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1013,MODEL-E,7.0,0.7071067811865476,3.0,4.0,9,0.7777777777777778,0.9091372900969897,0.2592592592592593,3.1111111111111116,3.1111111111111116,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.22728432252424743,0.47728432252424746,1.4848845589643256,5,17.0,3.1111111111111116,-13.88888888888889,13.88888888888889,13.88888888888889,0.0,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1014,MODEL-E,7.0,1.5275252316519468,3.0,4.0,9,0.7777777777777778,1.9639610121239315,0.2592592592592593,3.1111111111111116,2.333333333333334,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.49099025303098287,0.7409902530309829,1.7289772570722939,5,0.0,2.333333333333334,2.333333333333334,2.333333333333334,0.0,2.333333333333334,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1015,MODEL-F,8.0,1.5275252316519465,3.25,6.0,9,0.8888888888888888,1.71846588560844,0.27350427350427353,4.923076923076923,3.6923076923076925,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.42961647140211,0.67961647140211,2.5093531251770216,7,1.0,3.6923076923076925,2.6923076923076925,2.6923076923076925,0.0,2.6923076923076925,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1016,MODEL-F,7.0,0.7071067811865476,3.25,6.0,9,0.7777777777777778,0.9091372900969897,0.2393162393162393,4.307692307692307,4.307692307692307,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.22728432252424743,0.47728432252424746,2.055994004719835,7,4.0,4.307692307692307,0.3076923076923066,0.3076923076923066,0.0,0.3076923076923066,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1017,MODEL-F,14.0,3.2145502536643185,3.25,6.0,9,1.5555555555555556,2.0664965916413474,0.4786324786324786,8.615384615384613,6.46153846153846,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.5166241479103368,0.7666241479103368,4.953571417266791,12,2.0,6.46153846153846,4.46153846153846,4.46153846153846,0.0,4.46153846153846,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1018,MODEL-G,16.0,2.160246899469287,3.3333333333333335,5.0,9,1.7777777777777777,1.215138880951474,0.5333333333333333,8.0,8.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.3037847202378685,0.5537847202378685,4.430277761902948,13,5.0,8.0,3.0,3.0,0.0,3.0,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1019,MODEL-G,12.0,1.8257418583505538,3.3333333333333335,5.0,9,1.3333333333333333,1.3693063937629155,0.39999999999999997,5.999999999999999,5.999999999999999,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.3423265984407289,0.5923265984407289,3.553959590644373,10,7.0,5.999999999999999,-1.0000000000000009,1.0000000000000009,1.0000000000000009,0.0,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1020,MODEL-G,13.0,3.304037933599835,3.3333333333333335,5.0,9,1.4444444444444444,2.287410877107578,0.43333333333333335,6.500000000000001,4.875000000000001,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.5718527192768945,0.8218527192768945,4.0065320064748615,9,7.0,4.875000000000001,-2.124999999999999,2.124999999999999,2.124999999999999,0.0,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1021,MODEL-H,10.0,1.5275252316519465,0.0,0.0,9,1.1111111111111112,1.3747727084867518,0.0,0.0,0.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.34369317712168795,0.593693177121688,0.0,0,5.0,0.0,-5.0,5.0,5.0,0.0,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1022,MODEL-H,12.0,2.6457513110645907,0.0,0.0,9,1.3333333333333333,1.984313483298443,0.0,0.0,0.0,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.49607837082461076,0.7460783708246108,0.0,0,5.0,0.0,-5.0,5.0,5.0,0.0,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1023,MODEL-H,7.0,2.1213203435596424,0.0,0.0,9,0.7777777777777778,2.7274118702909687,0.0,0.0,0.0,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.6818529675727422,0.9318529675727422,0.0,0,9.0,0.0,-9.0,9.0,9.0,0.0,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1024,MODEL-I,18.0,0.0,3.5,4.0,9,2.0,0.0,0.5714285714285715,6.857142857142858,6.857142857142858,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.0,0.25,1.7142857142857144,9,11.0,6.857142857142858,-4.142857142857142,4.142857142857142,4.142857142857142,0.0,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1025,MODEL-I,14.0,2.309401076758503,3.5,4.0,9,1.5555555555555556,1.4846149779161804,0.4444444444444444,5.333333333333333,5.333333333333333,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.3711537444790451,0.6211537444790451,3.3128199705549073,9,3.0,5.333333333333333,2.333333333333333,2.333333333333333,0.0,2.333333333333333,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1026,MODEL-I,3.0,0.0,3.5,4.0,9,0.3333333333333333,0.0,0.09523809523809523,1.1428571428571428,1.1428571428571428,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.0,0.25,0.2857142857142857,2,0.0,1.1428571428571428,1.1428571428571428,1.1428571428571428,0.0,1.1428571428571428,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1027,MODEL-J,9.0,1.2583057392117916,5.0,6.0,9,1.0,1.2583057392117916,0.2,3.6000000000000005,3.6000000000000005,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.3145764348029479,0.5645764348029478,2.0324751652906126,6,4.0,3.6000000000000005,-0.39999999999999947,0.39999999999999947,0.39999999999999947,0.0,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1028,MODEL-J,37.0,4.875106836436168,5.0,6.0,9,4.111111111111111,1.185836798052041,0.8222222222222223,14.8,14.8,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.29645919951301025,0.5464591995130103,8.087596152792552,23,4.0,14.8,10.8,10.8,0.0,10.8,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1029,MODEL-J,8.0,2.8284271247461903,5.0,6.0,9,0.8888888888888888,3.1819805153394642,0.17777777777777778,3.2,2.4000000000000004,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.75,1.0,2.4000000000000004,5,4.0,2.4000000000000004,-1.5999999999999996,1.5999999999999996,1.5999999999999996,0.0,2025-01-01,2024-04-01,2025-01-01,2025-01-01,2025-04-01,2025-04-01,2025-06-30
PN-1000,MODEL-A,5.0,0.0,0.0,3.0,9,0.5555555555555556,0.0,0.0,0.0,0.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.0,0.25,0.0,0,3.0,0.0,-3.0,3.0,3.0,0.0,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1001,MODEL-A,14.0,3.5118845842842465,0.0,3.0,9,1.5555555555555556,2.2576400898970155,0.0,0.0,0.0,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.5644100224742539,0.8144100224742539,0.0,0,1.0,0.0,-1.0,1.0,1.0,0.0,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1002,MODEL-A,18.0,2.701851217221259,0.0,3.0,9,2.0,1.3509256086106296,0.0,0.0,0.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.3377314021526574,0.5877314021526574,0.0,0,2.0,0.0,-2.0,2.0,2.0,0.0,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1003,MODEL-B,8.0,2.8284271247461903,7.0,7.0,9,0.8888888888888888,3.1819805153394642,0.12698412698412698,2.6666666666666665,2.0,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.75,1.0,2.0,4,4.0,2.0,-2.0,2.0,2.0,0.0,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
